year,district,constituency,link
1968,TWENTY FOUR PARGANAS,BIJPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/BIJPUR/1968---118-BIJPUR%20A.C(24-PARGANAS)-(1076).pdf
1968,TWENTY FOUR PARGANAS,BONGAON,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/BONGAON/1968---79-BONGAON%20A.C(24-PARGANAS)-(1145).pdf
1968,TWENTY FOUR PARGANAS,CANNING,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/CANNING/1968---95-CANNING%20(S.C)%20A.C(24-PARGANAS)-(1172).pdf
1968,TWENTY FOUR PARGANAS,DEGANGA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/DEGANGA/1968---84-DEGANGA%20A.C(24-PARGANAS)-(1428)%20-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/DEGANGA/1968---84-DEGANGA%20A.C(24-PARGANAS)-(1428)-PART-2.pdf"
1968,TWENTY FOUR PARGANAS,GOSABA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/GOSABA/1968---91-GOSABA%20(S.C)%20A.C(24-PARGANAS)-(1093).pdf
1968,TWENTY FOUR PARGANAS,HAROA SC AC ONE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/HAROA%20SC%20AC%20ONE/1968---93-HAROA%20%20(S.C)%20A.C-1%20(24-PARGANAS)-(879).pdf
1968,TWENTY FOUR PARGANAS,HAROA SC AC TWO,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/HAROA%20SC%20AC%20TWO/1968---93-%20HAROA%20(S.C)%20A.C%202%20(24%20PARGANAS)-(929).pdf
1968,TWENTY FOUR PARGANAS,HINGALGANJ,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/HINGALGANJ/1968---90--HINGALGANJ%20(S.C)%20A.C(24-PARGANAS)-(991).pdf
1968,TWENTY FOUR PARGANAS,JADAVPUR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/JADAVPUR/1968---101-JADAVPUR%20A.C(24-PARGANAS)-(1978)%20-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/JADAVPUR/1968---101-JADAVPUR%20A.C(24-PARGANAS)-(1978)-PART-2.pdf"
1968,TWENTY FOUR PARGANAS,KAKDWIP,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/KAKDWIP/1968---116-KAKDWIP%20A.C(%2024-PARGANAS)-(1347)%20%20-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/KAKDWIP/1968---116-KAKDWIP%20A.C(%2024-PARGANAS)-(1347)%20-PART-2.pdf"
1968,TWENTY FOUR PARGANAS,KULPI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/KULPI/1968---113-KULPI%20(S.C)%20A.C(24-PARGANAS)-(1497)%20%20-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/KULPI/1968---113-KULPI%20(S.C)%20A.C(24-PARGANAS)-(1497)%20-PART-2.pdf"
1968,TWENTY FOUR PARGANAS,MAGRAHAT EAST,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/MAGRAHAT%20EAST/1968---111-MAGRAHAT%20EAST%20(S.C)%20A.C(24-PARGANAS)-(1395)%20%20-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/MAGRAHAT%20EAST/1968---111-MAGRAHAT%20EAST%20(S.C)%20A.C(24-PARGANAS)-(1395)%20-PART-2.pdf"
1968,TWENTY FOUR PARGANAS,MAGRAHAT WEST,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/MAGRAHAT%20WEST/1968---112-MAGRAHAT%20WEST%20A.C(24-PARGANAS)-(1334)%20-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/MAGRAHAT%20WEST/1968---112-MAGRAHAT%20WEST%20A.C(24-PARGANAS)-(1334)-PART-2.pdf"
1968,TWENTY FOUR PARGANAS,MAHESTOLA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/MAHESTOLA/1968---105-MAHESTOLA%20A.C(24-PARGANAS)(1966-68)-(1503)%20-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/MAHESTOLA/1968---105-MAHESTOLA%20A.C(24-PARGANAS)(1966-68)-(1503)-PART-2.pdf"
1968,TWENTY FOUR PARGANAS,MATHURAPUR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/MATHURAPUR/1968---114-MATHURAPUR%20%20A.C(24-PARGANAS)-(1495)%20-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/MATHURAPUR/1968---114-MATHURAPUR%20%20A.C(24-PARGANAS)-(1495)-PART-2.pdf"
1968,TWENTY FOUR PARGANAS,NAIHATI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/NAIHATI/1968---119-NAIHATI%20A.C(24-PARGANAS)-(870).pdf
1968,TWENTY FOUR PARGANAS,PANIHATI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/PANIHATI/1968---124-PANIHATI%20A.C(24-PARGANAS)-(1615)%20%20-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/PANIHATI/1968---124-PANIHATI%20A.C(24-PARGANAS)-(1615)%20-PART-2.pdf"
1968,TWENTY FOUR PARGANAS,PATHARPRATIMA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/PATHARPRATIMA/1968---115-%20PATHARPRATIMA%20A.C(24%20PARGANAS)-(1284)%20-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/PATHARPRATIMA/1968---115-%20PATHARPRATIMA%20A.C(24%20PARGANAS)-(1284)-PART-2.pdf"
1968,TWENTY FOUR PARGANAS,SAGAR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/SAGAR/1968---117-SAGAR%20A.C%20(24%20PARGANAS)-(1345)%20-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/SAGAR/1968---117-SAGAR%20A.C%20(24%20PARGANAS)-(1345)-PART-2.pdf"
1968,TWENTY FOUR PARGANAS,SANDESHKHALI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/SANDESHKHALI/1968---92-SANDESHKHALI%20(S.T)%20A.C(24-PARGANAS)-(1007).pdf
1968,TWENTY FOUR PARGANAS,SWARUPNAGAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/SWARUPNAGAR/1968---86-SWARUPNAGAR%20A.C-2%20(24-PARGANAS)-(1147).pdf
1968,TWENTY FOUR PARGANAS,TITAGARH,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/TITAGARH/1968---122-TITAGARH%20A.C(24-PARGANAS)-(1431)%20-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/24%20PARGANAS/TITAGARH/1968---122-TITAGARH%20A.C(24-PARGANAS)-(1431)-PART-2.pdf"
1968,WEST DINAJPUR,BALURGHAT,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/WEST%20DINAJPUR/BALURGHAT/1968---34-BALURGHAT%20A.C(WEST%20DINAJPUR)-(1065).pdf
1968,WEST DINAJPUR,KUMARGANJ,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/WEST%20DINAJPUR/KUMARGANJ/1968---33-KUMARGANJ%20A.C(WEST%20DINAJPUR)-(1023).pdf
1968,WEST DINAJPUR,TAPAN,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1968/WEST%20DINAJPUR/TAPAN/1968---35-TAPAN%20A.C%20(WEST%20DINAJPUR)-(1015).pdf
1970,BANKURA,BANKURA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BANKURA/BANKURA/1970---238-BANKURA%20A.C%20(BANKURA)%20-%20(%201606%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BANKURA/BANKURA/1970---238-BANKURA%20A.C%20(BANKURA)%20-%20(%201606%20)-PART-2.pdf"
1970,BANKURA,BARJORA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BANKURA/BARJORA/1970---237-BARJORA%20A.C.%20(BANKURA)%20-%20(%201687%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BANKURA/BARJORA/1970---237-BARJORA%20A.C.%20(BANKURA)%20-%20(%201687%20)-PART-2.pdf"
1970,BANKURA,CHHATNA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BANKURA/CHHATNA/1970---235-CHHATNA%20A.C%20(BANKURA)%20-%20(%201507%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BANKURA/CHHATNA/1970---235-CHHATNA%20A.C%20(BANKURA)%20-%20(%201507%20)-PART-2.pdf"
1970,BANKURA,GANGAJALGHATI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BANKURA/GANGAJALGHATI/1970---236-GANGAJALGHATI%20A.C%20(BANKURA)%20-%20(%201466%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BANKURA/GANGAJALGHATI/1970---236-GANGAJALGHATI%20A.C%20(BANKURA)%20-%20(%201466%20)-PART-2.pdf"
1970,BANKURA,INDPUR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BANKURA/INDPUR/1970---234-INDPUR%20A.C%20(BANKURA)%20-%20(%201526%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BANKURA/INDPUR/1970---234-INDPUR%20A.C%20(BANKURA)%20-%20(%201526%20)-PART-2.pdf"
1970,BANKURA,ONDA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BANKURA/ONDA/1970---239-ONDA%20A.C%20(BANKURA)%20-%20(%201703%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BANKURA/ONDA/1970---239-ONDA%20A.C%20(BANKURA)%20-%20(%201703%20)-PART-2.pdf"
1970,BANKURA,TALDANGRA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BANKURA/TALDANGRA/1970---231-TALDANGRA%20A.C%20(BANKURA)%20-%20(%201413%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BANKURA/TALDANGRA/1970---231-TALDANGRA%20A.C%20(BANKURA)%20-%20(%201413%20)-PART-2.pdf"
1970,BIRBHUM,BOLPUR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BIRBHUM/BOLPUR/1970---270-BOLPUR%20A.C%20(BIRBHUM)%20-%20(%201475%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BIRBHUM/BOLPUR/1970---270-BOLPUR%20A.C%20(BIRBHUM)%20-%20(%201475%20)-PART-2.pdf"
1970,BIRBHUM,MAHAMMADBAZAR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BIRBHUM/MAHAMMADBAZAR/1970---275-MAHAMMADBAZAR%20%20A.C%20(BIRBHUM)%20-%20(%201430%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BIRBHUM/MAHAMMADBAZAR/1970---275-MAHAMMADBAZAR%20%20A.C%20(BIRBHUM)%20-%20(%201430%20)-PART-2.pdf"
1970,BIRBHUM,NANUR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BIRBHUM/NANUR/1970---269-NANUR%20(S.C)(A.C)%20(BIRBHUM)%20-%20(%201428%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BIRBHUM/NANUR/1970---269-NANUR%20(S.C)(A.C)%20(BIRBHUM)%20-%20(%201428%20)-PART-2.pdf"
1970,BIRBHUM,RAJNAGAR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BIRBHUM/RAJNAGAR/1970---273-RAJNAGAR%20%20(S.C)(A.C)%20(BIRBHUM)%20-%20(%201804%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BIRBHUM/RAJNAGAR/1970---273-RAJNAGAR%20%20(S.C)(A.C)%20(BIRBHUM)%20-%20(%201804%20)-PART-2.pdf"
1970,BIRBHUM,SURI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BIRBHUM/SURI/1970---274-SURI%20A.C%20(BIRBHUM)%20-%20(%201783%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BIRBHUM/SURI/1970---274-SURI%20A.C%20(BIRBHUM)%20-%20(%201783%20)-PART-2.pdf"
1970,BURDWAN,KALNA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BURDWAN/KALNA/1970---262-KALNA%20A.C%20(BURDWAN)%20-%20(%201478%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BURDWAN/KALNA/1970---262-KALNA%20A.C%20(BURDWAN)%20-%20(%201478%20)-PART-2.pdf"
1970,BURDWAN,NADANGHAT,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BURDWAN/NADANGHAT/1970---263-NADANGHAT%20A.C%20(BURDWAN)%20-%20(%201242%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BURDWAN/NADANGHAT/1970---263-NADANGHAT%20A.C%20(BURDWAN)%20-%20(%201242%20)-PART-2.pdf"
1970,BURDWAN,PURBASTHALI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BURDWAN/PURBASTHALI/1970---265-PURBASTHALI%20A.C%20(BURDWAN)%20-%20(%201585%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/BURDWAN/PURBASTHALI/1970---265-PURBASTHALI%20A.C%20(BURDWAN)%20-%20(%201585%20)-PART-2.pdf"
1970,COOCHBEHAR,DINHATA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/COOCHBEHAR/DINHATA/1970---5-DINHATA%20A.C%20(COOCHBEHAR)%20-%20(%201606%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/COOCHBEHAR/DINHATA/1970---5-DINHATA%20A.C%20(COOCHBEHAR)%20-%20(%201606%20)-PART-2.pdf"
1970,COOCHBEHAR,MEKLIGANJ,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/COOCHBEHAR/MEKLIGANJ/1970---1-MEKLIGANJ%20(S.C)%20(A.C)%20(COOCHBEHAR)%20-%20(%201527%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/COOCHBEHAR/MEKLIGANJ/1970---1-MEKLIGANJ%20(S.C)%20(A.C)%20(COOCHBEHAR)%20-%20(%201527%20)-PART-2.pdf"
1970,HOOGLY,ARAMBAGH,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/HOOGLY/ARAMBAGH/1970---183-ARAMBAGH%20A.C%20(HOOGLY)%20-%20(%201642%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/HOOGLY/ARAMBAGH/1970---183-ARAMBAGH%20A.C%20(HOOGLY)%20-%20(%201642%20)-PART-2.pdf"
1970,HOOGLY,BALAGARH,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/HOOGLY/BALAGARH/1970---177-BALAGARH%20A.C%20(HOOGLY)%20-%20(%201341%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/HOOGLY/BALAGARH/1970---177-BALAGARH%20A.C%20(HOOGLY)%20-%20(%201341%20)-PART-2.pdf"
1970,HOOGLY,CHANDITALA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/HOOGLY/CHANDITALA/1970---168-CHANDITALA%20%20A.C%20(HOOGLY)%20-%20(%201323%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/HOOGLY/CHANDITALA/1970---168-CHANDITALA%20%20A.C%20(HOOGLY)%20-%20(%201323%20)-PART-2.pdf"
1970,HOOGLY,DHANIAKHALI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/HOOGLY/DHANIAKHALI/1970---179-DHANIAKHALI%20%20A.C%20(HOOGLY)%20-%20(%201302%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/HOOGLY/DHANIAKHALI/1970---179-DHANIAKHALI%20%20A.C%20(HOOGLY)%20-%20(%201302%20)-PART-2.pdf"
1970,HOOGLY,GOGHAT,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/HOOGLY/GOGHAT/1970---184-GOGHAT%20(S.C)(A.C)%20(HOOGLY)%20-%20(%201764%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/HOOGLY/GOGHAT/1970---184-GOGHAT%20(S.C)(A.C)%20(HOOGLY)%20-%20(%201764%20)-PART-2.pdf"
1970,HOOGLY,HARIPAL,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/HOOGLY/HARIPAL/1970---174-HARIPAL%20A.C%20(HOOGLY)%20-%20(%201411%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/HOOGLY/HARIPAL/1970---174-HARIPAL%20A.C%20(HOOGLY)%20-%20(%201411%20)-PART-2.pdf"
1970,HOOGLY,JANGIPARA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/HOOGLY/JANGIPARA/1970---167-JANGIPARA%20%20%20A.C%20(HOOGLY)%20-%20(%201421%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/HOOGLY/JANGIPARA/1970---167-JANGIPARA%20%20%20A.C%20(HOOGLY)%20-%20(%201421%20)-PART-2.pdf"
1970,HOOGLY,KHANAKUL,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/HOOGLY/KHANAKUL/1970---182-KHANAKUL%20(S.C)(A.C)%20(HOOGLY)%20-%20(%201537%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/HOOGLY/KHANAKUL/1970---182-KHANAKUL%20(S.C)(A.C)%20(HOOGLY)%20-%20(%201537%20)-PART-2.pdf"
1970,HOOGLY,POLBA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/HOOGLY/POLBA/1970---176-POLBA%20A.C%20(HOOGLY)%20-%20(%201511%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/HOOGLY/POLBA/1970---176-POLBA%20A.C%20(HOOGLY)%20-%20(%201511%20)-PART-2.pdf"
1970,HOOGLY,TARAKESWAR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/HOOGLY/TARAKESWAR/1970---180-TARAKESWAR%20%20A.C%20(HOOGLY)%20-%20(%201355%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/HOOGLY/TARAKESWAR/1970---180-TARAKESWAR%20%20A.C%20(HOOGLY)%20-%20(%201355%20)-PART-2.pdf"
1970,JALPAIGURI,DHUPGURI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/JALPAIGURI/DHUPGURI/1970---18-DHUPGURI%20A.C%20(JALPAIGURI)-(1422)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/JALPAIGURI/DHUPGURI/1970---18-DHUPGURI%20A.C%20(JALPAIGURI)-(1422)-PART-2.pdf"
1970,JALPAIGURI,MAYNAGURI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/JALPAIGURI/MAYNAGURI/1970---16-MAYNAGURI%20A.C%20%20(JALPAIGURI)-(1973)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/JALPAIGURI/MAYNAGURI/1970---16-MAYNAGURI%20A.C%20%20(JALPAIGURI)-(1973)-PART-2.pdf"
1970,JALPAIGURI,NAGRAKATA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/JALPAIGURI/NAGRAKATA/1970---15-NAGRAKATA%20A.C%20%20(JALPAIGURI)-(1198).pdf
1970,MALDA,ENGLISHBAZAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MALDA/ENGLISHBAZAR/1970---42-ENGLISHBAZAR%20A.C%20(MALDA)-(1258).pdf
1970,MALDA,GAJOL,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MALDA/GAJOL/1970---37-GAJOL%20A.C%20(MALDA)-(1346)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MALDA/GAJOL/1970---37-GAJOL%20A.C%20(MALDA)-(1346)-PART-2.pdf"
1970,MALDA,HARISHCHANDRAPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MALDA/HARISHCHANDRAPUR/1970---39-HARISHCHANDRAPUR%20%20A.C%20(MALDA)-(1260).pdf
1970,MALDA,KALIACHAK,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MALDA/KALIACHAK/1970---45-KALIACHAK%20A.C%20(MALDA)-(1510)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MALDA/KALIACHAK/1970---45-KALIACHAK%20A.C%20(MALDA)-(1510)-PART-2.pdf"
1970,MALDA,KHARBA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MALDA/KHARBA/1970---38-KHARBA%20A.C%20(MALDA)-(1382)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MALDA/KHARBA/1970---38-KHARBA%20A.C%20(MALDA)-(1382)-PART-2.pdf"
1970,MALDA,SUZAPUR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MALDA/SUZAPUR/1970---44-SUZAPUR%20%20A.C%20(MALDA)-(1467)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MALDA/SUZAPUR/1970---44-SUZAPUR%20%20A.C%20(MALDA)-(1467)-PART-2.pdf"
1970,MIDNAPORE,DASPUR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MIDNAPORE/DASPUR/1970---187-DASPUR%20A.C%20(MIDNAPORE)-(2331)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MIDNAPORE/DASPUR/1970---187-DASPUR%20A.C%20(MIDNAPORE)-(2331)-PART-2.pdf"
1970,MIDNAPORE,DEBRA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MIDNAPORE/DEBRA/1970---205-DEBRA%20A.C%20(MIDNAPORE)-(1127).pdf
1970,MIDNAPORE,GARBETTA EAST,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MIDNAPORE/GARBETTA%20EAST/1970---207-GARBETTA%20(EAST)%20(S.C)%20A.C%20(MIDNAPORE)-(1252)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MIDNAPORE/GARBETTA%20EAST/1970---207-GARBETTA%20(EAST)%20(S.C)%20A.C%20(MIDNAPORE)-(1252)-PART-2.pdf"
1970,MIDNAPORE,JHARGRAM,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MIDNAPORE/JHARGRAM/1970---218-JHARGRAM%20A.C%20(MIDNAPORE)-(1664)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MIDNAPORE/JHARGRAM/1970---218-JHARGRAM%20A.C%20(MIDNAPORE)-(1664)-PART-2.pdf"
1970,MIDNAPORE,KESHPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MIDNAPORE/KESHPUR/1970---206-KESHPUR%20(S.C)%20A.C%20(MIDNAPORE)-(1018).pdf
1970,MIDNAPORE,MAHISHADAL,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MIDNAPORE/MAHISHADAL/1970---192-MAHISHADAL%20%20A.C%20(MIDNAPORE)-(1699)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MIDNAPORE/MAHISHADAL/1970---192-MAHISHADAL%20%20A.C%20(MIDNAPORE)-(1699)-PART-2.pdf"
1970,MIDNAPORE,NARGHAT,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MIDNAPORE/NARGHAT/1970---195-NARGHAT%20%20A.C.%20(MIDNAPORE)-(1737)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MIDNAPORE/NARGHAT/1970---195-NARGHAT%20%20A.C.%20(MIDNAPORE)-(1737)-PART-2.pdf"
1970,MIDNAPORE,PANSKURA WEST,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MIDNAPORE/PANSKURA%20WEST/1970---188-PANSKURA%20(WEST)%20A.C.%20(MIDNAPORE)-(1410)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MIDNAPORE/PANSKURA%20WEST/1970---188-PANSKURA%20(WEST)%20A.C.%20(MIDNAPORE)-(1410)-PART-2.pdf"
1970,MIDNAPORE,TAMLUK,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MIDNAPORE/TAMLUK/1970---191-TAMLUK%20A.C%20(MIDNAORE)-(1402)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MIDNAPORE/TAMLUK/1970---191-TAMLUK%20A.C%20(MIDNAORE)-(1402)-PART-2.pdf"
1970,MURSHIDABAD,BELDANGA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MURSHIDABAD/BELDANGA/1970---59-BELDANGA%20A.C%20(MURSHIDABAD)-(1630)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MURSHIDABAD/BELDANGA/1970---59-BELDANGA%20A.C%20(MURSHIDABAD)-(1630)-PART-2.pdf"
1970,MURSHIDABAD,BERAHAMPORE,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MURSHIDABAD/BERAHAMPORE/1970---58-BERAHAMPORE%20%20A.C%20(MURSHIRDABAD)-(1509)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MURSHIDABAD/BERAHAMPORE/1970---58-BERAHAMPORE%20%20A.C%20(MURSHIRDABAD)-(1509)-PART-2.pdf"
1970,MURSHIDABAD,BHAGWANGOLA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MURSHIDABAD/BHAGWANGOLA/1970---51-BHAGWANGOLA%20A.C%20(MURSHIRDABAD)-(1639)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MURSHIDABAD/BHAGWANGOLA/1970---51-BHAGWANGOLA%20A.C%20(MURSHIRDABAD)-(1639)-PART-2.pdf"
1970,MURSHIDABAD,DOMKOL,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MURSHIDABAD/DOMKOL/1970---55-DOMKOL%20A.C%20(MURSHIRDABAD)-(1844)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1970/MURSHIDABAD/DOMKOL/1970---55-DOMKOL%20A.C%20(MURSHIRDABAD)-(1844)-PART-2.pdf"
